CustomerID,Country,Fav_weekday,Fav_month
17838.0,United Kingdom,Sunday,February
17228.0,United Kingdom,Monday,July
17412.0,United Kingdom,Friday,November
14775.0,United Kingdom,Friday,February
17659.0,United Kingdom,Tuesday,November
15646.0,United Kingdom,Friday,February
13402.0,United Kingdom,Friday,April
13011.0,United Kingdom,Friday,February
16029.0,United Kingdom,Tuesday,May
16634.0,United Kingdom,Friday,February
18239.0,United Kingdom,Friday,May
14576.0,United Kingdom,Friday,February
14865.0,United Kingdom,Friday,February
15093.0,United Kingdom,Sunday,May
16150.0,United Kingdom,Friday,March
12738.0,Germany,Friday,February
14236.0,United Kingdom,Tuesday,September
17961.0,United Kingdom,Friday,July
14573.0,United Kingdom,Friday,February
17135.0,United Kingdom,Wednesday,March
17396.0,United Kingdom,Friday,March
12686.0,France,Friday,March
13370.0,United Kingdom,Friday,March
16883.0,United Kingdom,Friday,May
13520.0,Switzerland,Saturday,December
16905.0,United Kingdom,Sunday,October
12427.0,Germany,Monday,October
17967.0,United Kingdom,Friday,March
16891.0,United Kingdom,Friday,March
17884.0,United Kingdom,Sunday,June
14083.0,United Kingdom,Thursday,May
14210.0,United Kingdom,Friday,April
16477.0,United Kingdom,Monday,July
12779.0,Poland,Wednesday,May
16926.0,United Kingdom,Friday,March
17787.0,United Kingdom,Friday,March
14723.0,United Kingdom,Friday,March
17819.0,United Kingdom,Thursday,October
15373.0,United Kingdom,Wednesday,January
17198.0,United Kingdom,Friday,March
12793.0,Portugal,Thursday,September
14396.0,United Kingdom,Tuesday,May
14898.0,United Kingdom,Wednesday,November
12725.0,Italy,Friday,March
16725.0,United Kingdom,Friday,April
12395.0,Belgium,Thursday,August
16455.0,United Kingdom,Sunday,March
15545.0,United Kingdom,Sunday,October
15465.0,United Kingdom,Sunday,September
13838.0,United Kingdom,Wednesday,May
15038.0,United Kingdom,Friday,May
15708.0,United Kingdom,Sunday,January
16168.0,United Kingdom,Tuesday,November
14813.0,United Kingdom,Wednesday,May
14810.0,United Kingdom,Sunday,May
13506.0,United Kingdom,Wednesday,May
17796.0,United Kingdom,Thursday,September
15716.0,United Kingdom,Sunday,May
18156.0,United Kingdom,Sunday,November
16983.0,United Kingdom,Sunday,November
16327.0,United Kingdom,Tuesday,May
17211.0,United Kingdom,Sunday,December
17026.0,United Kingdom,Wednesday,May
15570.0,United Kingdom,Friday,March
15880.0,United Kingdom,Wednesday,May
16718.0,United Kingdom,Wednesday,May
15808.0,United Kingdom,Monday,December
17858.0,United Kingdom,Monday,April
14161.0,United Kingdom,Friday,August
17863.0,United Kingdom,Wednesday,November
16411.0,United Kingdom,Wednesday,May
16402.0,United Kingdom,Wednesday,May
12647.0,Germany,Thursday,July
15894.0,United Kingdom,Wednesday,May
14506.0,United Kingdom,Sunday,April
13034.0,United Kingdom,Sunday,October
17402.0,United Kingdom,Friday,September
15889.0,United Kingdom,Wednesday,May
15953.0,United Kingdom,Monday,May
16143.0,United Kingdom,Sunday,June
12747.0,United Kingdom,Monday,May
12763.0,Japan,Wednesday,May
14081.0,United Kingdom,Sunday,October
14404.0,United Kingdom,Thursday,June
13579.0,United Kingdom,Friday,November
13174.0,United Kingdom,Wednesday,May
15987.0,United Kingdom,Sunday,November
13652.0,United Kingdom,Tuesday,October
16858.0,United Kingdom,Saturday,June
18219.0,United Kingdom,Monday,June
14293.0,United Kingdom,Saturday,June
16638.0,United Kingdom,Tuesday,February
17674.0,United Kingdom,Monday,September
12808.0,Portugal,Saturday,March
15899.0,United Kingdom,Saturday,June
12708.0,Germany,Monday,July
15898.0,United Kingdom,Saturday,June
17691.0,United Kingdom,Thursday,December
17227.0,United Kingdom,Monday,June
15919.0,United Kingdom,Sunday,November
13497.0,United Kingdom,Thursday,February
15860.0,United Kingdom,Sunday,July
15304.0,United Kingdom,Tuesday,June
14344.0,United Kingdom,Saturday,June
15048.0,United Kingdom,Saturday,March
15301.0,United Kingdom,Thursday,May
16898.0,United Kingdom,Wednesday,June
14708.0,United Kingdom,Tuesday,July
14825.0,United Kingdom,Thursday,November
17596.0,United Kingdom,Sunday,July
17860.0,United Kingdom,Saturday,June
13155.0,United Kingdom,Saturday,June
15028.0,United Kingdom,Friday,October
16919.0,United Kingdom,Tuesday,June
17259.0,United Kingdom,Saturday,June
17019.0,United Kingdom,Wednesday,March
15882.0,United Kingdom,Saturday,June
15984.0,United Kingdom,Sunday,August
14487.0,United Kingdom,Sunday,November
17682.0,United Kingdom,Tuesday,June
16658.0,United Kingdom,Saturday,June
17223.0,United Kingdom,Saturday,June
13030.0,United Kingdom,Saturday,June
17191.0,United Kingdom,Thursday,June
16654.0,United Kingdom,Monday,April
13495.0,United Kingdom,Saturday,April
17519.0,United Kingdom,Tuesday,June
17218.0,United Kingdom,Sunday,November
17812.0,United Kingdom,Sunday,November
14215.0,United Kingdom,Monday,January
17320.0,United Kingdom,Saturday,June
12913.0,United Kingdom,Thursday,November
17869.0,United Kingdom,Saturday,June
13564.0,United Kingdom,Monday,December
13963.0,United Kingdom,Friday,April
17091.0,United Kingdom,Wednesday,July
17470.0,United Kingdom,Wednesday,October
14907.0,United Kingdom,Friday,July
16059.0,United Kingdom,Wednesday,September
17720.0,United Kingdom,Thursday,April
15018.0,United Kingdom,Tuesday,January
14176.0,United Kingdom,Monday,February
15353.0,United Kingdom,Wednesday,March
18119.0,United Kingdom,Monday,July
17491.0,United Kingdom,Friday,March
14282.0,United Kingdom,Thursday,June
13569.0,United Kingdom,Tuesday,November
14673.0,United Kingdom,Wednesday,November
16221.0,United Kingdom,Friday,March
15002.0,United Kingdom,Monday,July
15965.0,United Kingdom,Friday,November
15024.0,United Kingdom,Wednesday,November
13769.0,United Kingdom,Tuesday,July
16086.0,United Kingdom,Monday,February
13786.0,United Kingdom,Monday,July
13880.0,United Kingdom,Tuesday,September
13173.0,United Kingdom,Thursday,May
15858.0,United Kingdom,Thursday,November
15180.0,United Kingdom,Monday,July
12347.0,Iceland,Monday,July
14739.0,United Kingdom,Tuesday,May
16293.0,United Kingdom,Friday,October
17419.0,United Kingdom,Monday,July
16775.0,United Kingdom,Wednesday,July
16306.0,United Kingdom,Wednesday,November
16950.0,United Kingdom,Friday,July
17591.0,United Kingdom,Monday,May
16125.0,United Kingdom,Monday,July
13807.0,United Kingdom,Monday,July
15081.0,United Kingdom,Sunday,May
16365.0,United Kingdom,Friday,February
14821.0,United Kingdom,Thursday,August
16863.0,United Kingdom,Thursday,August
13267.0,United Kingdom,Tuesday,August
15628.0,United Kingdom,Tuesday,March
12386.0,Australia,Thursday,August
13329.0,United Kingdom,Thursday,August
18077.0,United Kingdom,Sunday,January
17406.0,United Kingdom,Saturday,October
15750.0,United Kingdom,Wednesday,June
13983.0,United Kingdom,Thursday,December
13842.0,United Kingdom,Thursday,September
12441.0,France,Thursday,August
13199.0,United Kingdom,Thursday,February
14032.0,United Kingdom,Tuesday,December
16525.0,United Kingdom,Thursday,August
17975.0,United Kingdom,Tuesday,April
16122.0,United Kingdom,Friday,August
15973.0,United Kingdom,Thursday,August
13126.0,United Kingdom,Thursday,May
16893.0,United Kingdom,Thursday,August
18043.0,United Kingdom,Thursday,August
16016.0,United Kingdom,Thursday,August
17324.0,United Kingdom,Thursday,November
17341.0,United Kingdom,Thursday,August
16385.0,United Kingdom,Thursday,October
15032.0,United Kingdom,Monday,March
18061.0,United Kingdom,Thursday,August
17213.0,United Kingdom,Sunday,October
13455.0,United Kingdom,Thursday,August
14217.0,United Kingdom,Monday,August
17262.0,United Kingdom,Tuesday,October
18259.0,United Kingdom,Thursday,November
16679.0,United Kingdom,Thursday,August
18269.0,United Kingdom,Thursday,August
15298.0,United Kingdom,Tuesday,August
13523.0,United Kingdom,Tuesday,May
15581.0,United Kingdom,Thursday,August
15680.0,United Kingdom,Sunday,October
13649.0,United Kingdom,Thursday,August
17894.0,United Kingdom,Thursday,December
13077.0,United Kingdom,Thursday,August
13531.0,United Kingdom,Thursday,August
13140.0,United Kingdom,Tuesday,August
15713.0,United Kingdom,Tuesday,July
17999.0,United Kingdom,Friday,February
15347.0,United Kingdom,Thursday,August
14766.0,United Kingdom,Wednesday,March
13984.0,United Kingdom,Thursday,August
15996.0,United Kingdom,Monday,August
14030.0,United Kingdom,Monday,November
16596.0,United Kingdom,Thursday,November
16011.0,United Kingdom,Thursday,January
17655.0,United Kingdom,Tuesday,August
14243.0,United Kingdom,Thursday,January
14437.0,United Kingdom,Sunday,September
12942.0,United Kingdom,Sunday,July
15660.0,United Kingdom,Thursday,September
18092.0,United Kingdom,Tuesday,September
14299.0,United Kingdom,Wednesday,August
18071.0,United Kingdom,Sunday,September
13854.0,United Kingdom,Friday,January
12797.0,Portugal,Sunday,September
16782.0,United Kingdom,Thursday,September
13369.0,United Kingdom,Sunday,September
12494.0,France,Friday,May
14932.0,Channel Islands,Sunday,September
12429.0,Denmark,Monday,June
14355.0,United Kingdom,Sunday,September
17526.0,United Kingdom,Sunday,September
14896.0,United Kingdom,Sunday,September
14440.0,United Kingdom,Wednesday,January
13240.0,United Kingdom,Sunday,September
14479.0,United Kingdom,Sunday,September
16065.0,United Kingdom,Sunday,September
17430.0,United Kingdom,Monday,July
16520.0,United Kingdom,Monday,June
15945.0,United Kingdom,Sunday,September
15271.0,United Kingdom,Thursday,June
13982.0,United Kingdom,Monday,October
15288.0,United Kingdom,Sunday,March
17978.0,United Kingdom,Sunday,September
16795.0,United Kingdom,Sunday,September
16519.0,United Kingdom,Monday,November
17816.0,United Kingdom,Sunday,September
16255.0,United Kingdom,Sunday,July
17671.0,United Kingdom,Sunday,September
17646.0,United Kingdom,Tuesday,April
17339.0,United Kingdom,Thursday,June
12872.0,United Kingdom,Sunday,September
17097.0,Spain,Tuesday,August
15192.0,United Kingdom,Thursday,January
17950.0,United Kingdom,Sunday,September
12826.0,United Kingdom,Thursday,January
17456.0,United Kingdom,Sunday,September
15811.0,United Kingdom,Friday,August
13327.0,United Kingdom,Tuesday,January
15211.0,United Kingdom,Monday,October
15596.0,United Kingdom,Monday,September
16163.0,United Kingdom,Sunday,September
16907.0,United Kingdom,Tuesday,October
14702.0,United Kingdom,Monday,October
17076.0,United Kingdom,Friday,March
17827.0,United Kingdom,Tuesday,October
17880.0,United Kingdom,Tuesday,October
13000.0,United Kingdom,Friday,March
17790.0,United Kingdom,Friday,November
14419.0,United Kingdom,Tuesday,January
14082.0,United Kingdom,Tuesday,October
17912.0,United Kingdom,Tuesday,December
15723.0,United Kingdom,Tuesday,October
14037.0,United Kingdom,Tuesday,October
14256.0,United Kingdom,Tuesday,October
16062.0,United Kingdom,Wednesday,November
16019.0,United Kingdom,Tuesday,October
18178.0,United Kingdom,Tuesday,March
18065.0,United Kingdom,Tuesday,September
14107.0,United Kingdom,Saturday,March
15881.0,United Kingdom,Monday,January
16727.0,United Kingdom,Tuesday,October
12785.0,Portugal,Tuesday,October
15514.0,United Kingdom,Thursday,April
13787.0,United Kingdom,Sunday,September
16565.0,United Kingdom,Tuesday,October
14062.0,United Kingdom,Thursday,April
18016.0,United Kingdom,Monday,September
14448.0,United Kingdom,Tuesday,October
15503.0,United Kingdom,Sunday,December
17251.0,United Kingdom,Sunday,December
14577.0,United Kingdom,Sunday,December
12753.0,Japan,Sunday,December
17236.0,United Kingdom,Sunday,November
17372.0,United Kingdom,Tuesday,October
16367.0,United Kingdom,Friday,February
17917.0,United Kingdom,Monday,March
16010.0,United Kingdom,Friday,March
17188.0,United Kingdom,Tuesday,June
14413.0,United Kingdom,Sunday,December
18004.0,United Kingdom,Sunday,December
13959.0,United Kingdom,Wednesday,September
16665.0,United Kingdom,Sunday,December
15454.0,United Kingdom,Sunday,December
17618.0,United Kingdom,Wednesday,May
18037.0,United Kingdom,Sunday,December
15361.0,United Kingdom,Monday,December
15689.0,United Kingdom,Thursday,December
13999.0,United Kingdom,Monday,June
14498.0,United Kingdom,Friday,October
15854.0,United Kingdom,Friday,May
16701.0,United Kingdom,Monday,December
16927.0,United Kingdom,Wednesday,August
17990.0,United Kingdom,Sunday,April
14544.0,United Kingdom,Tuesday,November
14565.0,United Kingdom,Monday,May
16726.0,United Kingdom,Sunday,November
17303.0,United Kingdom,Monday,December
14639.0,United Kingdom,Tuesday,October
17179.0,United Kingdom,Monday,December
17524.0,United Kingdom,Monday,December
17293.0,United Kingdom,Saturday,December
17890.0,United Kingdom,Monday,December
17371.0,United Kingdom,Tuesday,November
17969.0,United Kingdom,Sunday,June
13211.0,United Kingdom,Monday,May
15777.0,United Kingdom,Sunday,December
13324.0,United Kingdom,Wednesday,November
13948.0,United Kingdom,Tuesday,December
16202.0,United Kingdom,Tuesday,December
16442.0,United Kingdom,Tuesday,April
18075.0,United Kingdom,Wednesday,November
14524.0,United Kingdom,Thursday,September
17041.0,United Kingdom,Tuesday,August
16458.0,United Kingdom,Tuesday,August
16083.0,United Kingdom,Tuesday,December
17194.0,United Kingdom,Tuesday,December
14871.0,United Kingdom,Tuesday,June
18044.0,United Kingdom,Tuesday,May
16812.0,United Kingdom,Tuesday,December
17158.0,United Kingdom,Monday,July
16899.0,United Kingdom,Sunday,November
16531.0,United Kingdom,Friday,February
16556.0,United Kingdom,Thursday,April
16805.0,United Kingdom,Tuesday,December
16503.0,United Kingdom,Thursday,December
17739.0,United Kingdom,Tuesday,September
13238.0,United Kingdom,Wednesday,November
13756.0,United Kingdom,Tuesday,July
15392.0,United Kingdom,Sunday,December
16145.0,United Kingdom,Wednesday,January
17629.0,United Kingdom,Sunday,April
14150.0,United Kingdom,Monday,April
13496.0,United Kingdom,Wednesday,December
13611.0,United Kingdom,Wednesday,November
16954.0,United Kingdom,Monday,March
17454.0,United Kingdom,Wednesday,February
17449.0,United Kingdom,Tuesday,December
14060.0,United Kingdom,Wednesday,September
17230.0,United Kingdom,Wednesday,December
15950.0,United Kingdom,Thursday,August
15512.0,United Kingdom,Wednesday,December
17525.0,United Kingdom,Wednesday,December
16003.0,United Kingdom,Tuesday,October
13092.0,United Kingdom,Tuesday,December
16353.0,United Kingdom,Sunday,July
13426.0,United Kingdom,Wednesday,November
15101.0,United Kingdom,Wednesday,December
17033.0,United Kingdom,Wednesday,September
13221.0,United Kingdom,Wednesday,December
17692.0,United Kingdom,Wednesday,December
15822.0,United Kingdom,Sunday,June
16134.0,United Kingdom,Friday,November
17551.0,United Kingdom,Wednesday,December
18050.0,United Kingdom,Wednesday,December
14913.0,United Kingdom,Monday,April
15641.0,United Kingdom,Thursday,August
17214.0,United Kingdom,Monday,October
15456.0,United Kingdom,Wednesday,December
15062.0,United Kingdom,Sunday,June
12928.0,United Kingdom,Wednesday,December
17980.0,United Kingdom,Wednesday,December
12577.0,France,Monday,April
17189.0,United Kingdom,Wednesday,December
17496.0,United Kingdom,Thursday,December
16607.0,United Kingdom,Tuesday,September
13890.0,United Kingdom,Wednesday,August
17001.0,United Kingdom,Monday,September
15246.0,United Kingdom,Friday,April
15482.0,United Kingdom,Monday,November
16037.0,United Kingdom,Tuesday,December
14841.0,United Kingdom,Monday,October
16670.0,United Kingdom,Thursday,June
14414.0,United Kingdom,Sunday,July
15563.0,United Kingdom,Thursday,November
16470.0,United Kingdom,Tuesday,December
14878.0,United Kingdom,Sunday,December
16743.0,United Kingdom,Thursday,October
17146.0,United Kingdom,Thursday,December
12877.0,United Kingdom,Thursday,June
15394.0,United Kingdom,Thursday,May
14621.0,United Kingdom,Friday,September
15379.0,United Kingdom,Thursday,December
17288.0,United Kingdom,Sunday,November
15157.0,United Kingdom,Thursday,December
17744.0,United Kingdom,Sunday,June
16316.0,United Kingdom,Thursday,June
15620.0,United Kingdom,Friday,October
15789.0,United Kingdom,Thursday,December
16560.0,United Kingdom,Sunday,November
15224.0,United Kingdom,Thursday,December
17580.0,United Kingdom,Monday,January
15759.0,United Kingdom,Thursday,December
14373.0,United Kingdom,Thursday,December
18176.0,United Kingdom,Thursday,December
15366.0,United Kingdom,Sunday,September
17857.0,United Kingdom,Thursday,December
15532.0,United Kingdom,Sunday,June
16816.0,United Kingdom,Sunday,January
16684.0,United Kingdom,Wednesday,May
14334.0,United Kingdom,Monday,October
13694.0,United Kingdom,Tuesday,March
14643.0,United Kingdom,Wednesday,June
15197.0,United Kingdom,Tuesday,November
14220.0,United Kingdom,Saturday,June
13874.0,United Kingdom,Thursday,December
18260.0,United Kingdom,Wednesday,March
17848.0,United Kingdom,Thursday,April
17392.0,United Kingdom,Thursday,December
12348.0,Finland,Thursday,December
14985.0,United Kingdom,Wednesday,May
14560.0,United Kingdom,Sunday,July
12600.0,Germany,Friday,July
13627.0,United Kingdom,Thursday,June
15291.0,United Kingdom,Monday,December
17404.0,Sweden,Monday,December
12551.0,Spain,Friday,December
12782.0,Portugal,Wednesday,January
15780.0,United Kingdom,Friday,November
12417.0,Belgium,Thursday,April
12726.0,France,Friday,November
15204.0,United Kingdom,Friday,December
17888.0,United Kingdom,Thursday,November
17007.0,United Kingdom,Thursday,October
15160.0,United Kingdom,Friday,December
14016.0,EIRE,Friday,March
13033.0,United Kingdom,Friday,December
12691.0,France,Saturday,December
16885.0,United Kingdom,Thursday,November
17913.0,United Kingdom,Sunday,December
12668.0,Germany,Monday,March
14472.0,United Kingdom,Sunday,February
17358.0,United Kingdom,Sunday,December
18245.0,United Kingdom,Monday,December
17343.0,United Kingdom,Sunday,December
16153.0,United Kingdom,Friday,October
12377.0,Switzerland,Monday,December
12944.0,United Kingdom,Monday,April
14099.0,United Kingdom,Tuesday,May
15312.0,United Kingdom,Sunday,August
17621.0,United Kingdom,Monday,January
17090.0,United Kingdom,Friday,December
15527.0,United Kingdom,Tuesday,January
15460.0,United Kingdom,Monday,December
12423.0,Belgium,Monday,March
15208.0,United Kingdom,Wednesday,August
14737.0,United Kingdom,Tuesday,March
16270.0,United Kingdom,Tuesday,December
12678.0,France,Friday,October
13487.0,United Kingdom,Tuesday,October
12515.0,Italy,Tuesday,December
17400.0,United Kingdom,Sunday,May
17593.0,United Kingdom,Sunday,June
14533.0,United Kingdom,Wednesday,November
12734.0,France,Wednesday,December
12383.0,Belgium,Wednesday,December
15587.0,United Kingdom,Thursday,July
13922.0,United Kingdom,Thursday,December
13817.0,Germany,Tuesday,October
12585.0,Germany,Thursday,December
13165.0,United Kingdom,Monday,October
13304.0,United Kingdom,Thursday,December
13313.0,United Kingdom,Friday,April
16656.0,United Kingdom,Tuesday,May
16282.0,United Kingdom,Friday,April
12957.0,United Kingdom,Thursday,November
13397.0,United Kingdom,Friday,September
13680.0,United Kingdom,Friday,October
12483.0,Sweden,Wednesday,April
15164.0,United Kingdom,Thursday,February
17457.0,United Kingdom,Saturday,April
14732.0,United Kingdom,Monday,January
14221.0,United Kingdom,Tuesday,February
14553.0,United Kingdom,Friday,April
13253.0,United Kingdom,Friday,April
15841.0,United Kingdom,Wednesday,September
16600.0,United Kingdom,Thursday,May
15266.0,United Kingdom,Sunday,May
14653.0,United Kingdom,Sunday,August
16771.0,United Kingdom,Saturday,September
17585.0,United Kingdom,Monday,May
15046.0,United Kingdom,Sunday,May
13082.0,United Kingdom,Monday,May
15464.0,United Kingdom,Sunday,May
18062.0,United Kingdom,Saturday,March
12415.0,Australia,Tuesday,May
14258.0,United Kingdom,Wednesday,November
13368.0,United Kingdom,Monday,March
17634.0,United Kingdom,Wednesday,June
16676.0,United Kingdom,Wednesday,June
12735.0,France,Wednesday,June
13764.0,United Kingdom,Friday,September
13656.0,United Kingdom,Wednesday,June
12413.0,France,Wednesday,June
14312.0,United Kingdom,Monday,June
13280.0,United Kingdom,Thursday,January
15845.0,United Kingdom,Monday,February
13187.0,United Kingdom,Wednesday,June
16567.0,United Kingdom,Friday,July
12530.0,Germany,Thursday,November
16551.0,United Kingdom,Friday,July
16889.0,United Kingdom,Tuesday,October
16473.0,United Kingdom,Friday,July
12829.0,United Kingdom,Friday,July
15607.0,United Kingdom,Friday,July
15139.0,United Kingdom,Friday,July
12489.0,France,Friday,July
17707.0,United Kingdom,Friday,July
18198.0,United Kingdom,Thursday,May
18179.0,United Kingdom,Monday,October
17284.0,United Kingdom,Friday,July
13233.0,United Kingdom,Friday,July
14889.0,United Kingdom,Friday,July
12480.0,Germany,Friday,July
14672.0,United Kingdom,Tuesday,April
13593.0,United Kingdom,Friday,July
14867.0,United Kingdom,Thursday,July
13162.0,United Kingdom,Thursday,September
13183.0,United Kingdom,Thursday,September
17095.0,United Kingdom,Thursday,November
12939.0,United Kingdom,Thursday,September
15611.0,United Kingdom,Wednesday,August
17114.0,United Kingdom,Tuesday,April
15059.0,United Kingdom,Wednesday,August
16326.0,United Kingdom,Saturday,September
17128.0,United Kingdom,Thursday,September
14761.0,United Kingdom,Saturday,December
17555.0,United Kingdom,Sunday,November
12651.0,France,Thursday,September
16735.0,United Kingdom,Thursday,September
16833.0,United Kingdom,Friday,August
17800.0,United Kingdom,Friday,September
16748.0,United Kingdom,Thursday,September
13565.0,United Kingdom,Sunday,November
15799.0,United Kingdom,Sunday,September
18032.0,United Kingdom,Thursday,September
14794.0,United Kingdom,Wednesday,November
18171.0,United Kingdom,Saturday,October
12524.0,Germany,Thursday,January
16850.0,United Kingdom,Saturday,October
14321.0,United Kingdom,Tuesday,September
15326.0,United Kingdom,Saturday,October
17849.0,United Kingdom,Saturday,October
14229.0,United Kingdom,Wednesday,October
13107.0,United Kingdom,Saturday,October
16497.0,United Kingdom,Friday,October
16112.0,United Kingdom,Saturday,October
12736.0,France,Tuesday,November
13473.0,United Kingdom,Tuesday,November
14320.0,United Kingdom,Tuesday,November
12393.0,Australia,Wednesday,September
17742.0,United Kingdom,Tuesday,November
16351.0,United Kingdom,Tuesday,November
12601.0,Germany,Sunday,November
13144.0,United Kingdom,Tuesday,November
15346.0,United Kingdom,Tuesday,November
15370.0,United Kingdom,Tuesday,February
16034.0,United Kingdom,Friday,May
14669.0,United Kingdom,Tuesday,November
18095.0,United Kingdom,Tuesday,November
14209.0,United Kingdom,Friday,October
15569.0,United Kingdom,Sunday,July
12728.0,France,Tuesday,November
17569.0,United Kingdom,Tuesday,November
13784.0,United Kingdom,Thursday,August
12724.0,France,Monday,September
13862.0,United Kingdom,Tuesday,August
16791.0,United Kingdom,Tuesday,October
16235.0,United Kingdom,Monday,June
14270.0,United Kingdom,Thursday,December
12523.0,France,Wednesday,August
16655.0,United Kingdom,Sunday,September
16359.0,United Kingdom,Monday,October
15939.0,United Kingdom,Monday,July
14715.0,United Kingdom,Thursday,June
14185.0,United Kingdom,Thursday,December
12437.0,France,Wednesday,March
12652.0,France,Thursday,December
14514.0,United Kingdom,Saturday,September
14167.0,United Kingdom,Monday,October
17048.0,United Kingdom,Thursday,February
13284.0,United Kingdom,Thursday,January
17368.0,United Kingdom,Thursday,July
12951.0,United Kingdom,Wednesday,January
18190.0,United Kingdom,Thursday,January
15835.0,United Kingdom,Thursday,October
13993.0,United Kingdom,Friday,June
14114.0,United Kingdom,Thursday,January
15447.0,United Kingdom,Thursday,January
16315.0,United Kingdom,Thursday,January
14978.0,United Kingdom,Wednesday,January
16395.0,United Kingdom,Thursday,June
13614.0,United Kingdom,Tuesday,November
13246.0,United Kingdom,Thursday,January
15687.0,United Kingdom,Wednesday,January
16493.0,United Kingdom,Sunday,September
12672.0,France,Friday,January
13385.0,United Kingdom,Friday,January
15626.0,United Kingdom,Monday,September
16233.0,United Kingdom,Thursday,September
12553.0,France,Friday,January
15213.0,United Kingdom,Friday,January
18106.0,United Kingdom,Friday,January
